,Unnamed: 0,Address,Beds,Bath,Size_sqft,Lot_Size,Agent_Name ,Agent_Company,Price,Walk_Score,Transit_Score,Bike_Score
585,585,"26937 Hayward Blvd 105, Hayward, Alameda County, CA, 94542",2,2.0,"1,189",1.21 ac,Anthony Arsondi ,Keller Williams Tri-Valley,"$450,000 USD",57.0,31.0,28.0
586,586,"721 Garin AVE, Hayward, Alameda County, CA, 94544",3,2.0,"1,430",0.141 ac,Melissa Radtke ,eXp Realty of California Inc.,"$749,888 USD",64.0,34.0,24.0
587,587,"1414 Alcazar Ave., Hayward, Alameda County, CA, 94544",2,2.0,"1,368",0,Alex Chow ,Alliance Manufactured Homes,"$229,000 USD",53.0,33.0,53.0
588,588,"149 Cue Way, Hayward, Alameda County, CA, 94544",3,4.0,"1,760",0.23 ac,Shelly Flynn ,Corcoran Global Living,"$900,000 USD",58.0,50.0,63.0
589,589,"3212 OAKES DRIVE, Hayward, Alameda County, CA, 94542",4,3.0,"1,914",0.257 ac,Laura Engen ,eXp Realty of California,"$1,299,999 USD",7.0,26.0,18.0
590,590,"25860 Gettysburg Ave, Hayward, Alameda County, CA, 94545",3,2.0,"1,163",0.13 ac,Dawar Lodin ,Alliance Bay Realty,"$1,150,000 USD",38.0,42.0,39.0
591,591,"18448 Standish Ave, Hayward, Alameda County, CA, 94541",2,2.0,866,0.43 ac,JENNIFER OUK ,eXp Realty of California,"$647,000 USD",58.0,0.0,57.0
592,592,"20903 Locust St. B, Hayward, Alameda County, CA, 94541",2,2.0,"1,355",0.05 ac,Richard Mann ,Realty One Group Elite,"$599,000 USD",56.0,0.0,23.0
593,593,"588 paradise, Hayward, Alameda County, CA, 94541",3,2.0,"1,146",0.14 ac,Rod Abdolhosseini ,Keller Williams Realty,"$770,000 USD",55.0,39.0,47.0
594,594,"25495 Southwick Dr 103, Hayward, Alameda County, CA, 94544",2,3.0,"1,500",1.58 ac,Jo Ann Luisi ,Compass,"$724,950 USD",64.0,34.0,65.0
595,595,"659 Gleneagle AVE, Hayward, Alameda County, CA, 94544",3,2.0,"1,408",0.129 ac,Stacy Mardesich ,RE/MAX Santa Clara Valley,"$999,999 USD",62.0,34.0,34.0
596,596,"25122 Angelina Ln 18, Hayward, Alameda County, CA, 94544",2,3.0,"1,274",1.5 ac,Dana Riley ,RILEY- RILEY REAL ESTATE,"$699,000 USD",59.0,39.0,59.0
597,597,"396 Thorne DR, Hayward, Alameda County, CA, 94544",3,2.0,951,0.192 ac,Tony Rosso ,eXp Realty of California Inc.,"$748,000 USD",61.0,53.0,65.0
598,598,"24349 Michelson Street, Hayward, Alameda County, CA, 94545",4,3.0,"1,723",0.11 ac,Ofelia Vargas ,"eXp Realty of California, Inc","$980,000 USD",39.0,39.0,40.0
599,599,"28695 Etta Ave, Hayward, Alameda County, CA, 94544",4,3.0,"2,220",0.12 ac,Jigna Atul Patel ,Intero Real Estate Services,"$1,295,000 USD",65.0,47.0,57.0
600,600,"1430 Almeria Dr, Hayward, Alameda County, CA, 94544",3,2.0,0,0,Thelma Orias ,Alliance Bay Realty,"$398,700 USD",50.0,34.0,53.0
601,601,"25290 Ironwood Ct, Hayward, Alameda County, CA, 94545",3,3.0,"1,495",0,Samuel Medina ,Village Properties & Assoc.,"$799,000 USD",55.0,42.0,38.0
602,602,"665 Dartmore 155, Hayward, Alameda County, CA, 94544",2,2.0,906,0.154 ac,Michael Godfrey ,Legacy Real Estate & Assoc,"$549,950 USD",49.0,46.0,24.0
603,603,"19735 Waverly, Hayward, Alameda County, CA, 94541",3,2.0,"1,182",0.12 ac,Dulce Gavino ,eXp Realty of California,"$840,000 USD",51.0,38.0,54.0
604,604,"22725 Lorand Way, Hayward, Alameda County, CA, 94541",6,3.0,"1,534",0.15 ac,Meng Wu Moser ,Realty ONE Group Future,"$950,000 USD",66.0,36.0,33.0
605,605,"3066 Chronicle Ave, Hayward, Alameda County, CA, 94542",4,3.0,"2,846",0.14 ac,Faridoon Lodin ,Alliance Bay Realty,"$1,500,000 USD",41.0,29.0,30.0
606,606,"26088 Kay Ave 301, Hayward, Alameda County, CA, 94545",2,2.0,840,1.74 ac,Albert Valdez ,Cal Real Estate,"$475,000 USD",48.0,42.0,62.0
607,607,"26937 Hayward Blvd 105, Hayward, Alameda County, CA, 94542",2,2.0,"1,189",1.21 ac,Anthony Arsondi ,Keller Williams Tri-Valley,"$450,000 USD",57.0,31.0,28.0
608,608,"721 Garin AVE, Hayward, Alameda County, CA, 94544",3,2.0,"1,430",0.141 ac,Melissa Radtke ,eXp Realty of California Inc.,"$749,888 USD",64.0,34.0,24.0
609,609,"1414 Alcazar Ave., Hayward, Alameda County, CA, 94544",2,2.0,"1,368",0,Alex Chow ,Alliance Manufactured Homes,"$229,000 USD",53.0,33.0,53.0
610,610,"149 Cue Way, Hayward, Alameda County, CA, 94544",3,4.0,"1,760",0.23 ac,Shelly Flynn ,Corcoran Global Living,"$900,000 USD",58.0,50.0,63.0
611,611,"3212 OAKES DRIVE, Hayward, Alameda County, CA, 94542",4,3.0,"1,914",0.257 ac,Laura Engen ,eXp Realty of California,"$1,299,999 USD",7.0,26.0,18.0
612,612,"25860 Gettysburg Ave, Hayward, Alameda County, CA, 94545",3,2.0,"1,163",0.13 ac,Dawar Lodin ,Alliance Bay Realty,"$1,150,000 USD",38.0,42.0,39.0
613,613,"18448 Standish Ave, Hayward, Alameda County, CA, 94541",2,2.0,866,0.43 ac,JENNIFER OUK ,eXp Realty of California,"$647,000 USD",58.0,0.0,57.0
614,614,"20903 Locust St. B, Hayward, Alameda County, CA, 94541",2,2.0,"1,355",0.05 ac,Richard Mann ,Realty One Group Elite,"$599,000 USD",56.0,0.0,23.0
615,615,"588 paradise, Hayward, Alameda County, CA, 94541",3,2.0,"1,146",0.14 ac,Rod Abdolhosseini ,Keller Williams Realty,"$770,000 USD",55.0,39.0,47.0
616,616,"5350 Campus Dr, Dublin, Alameda County, CA, 94568",3,3.0,"1,598",0,Manel Sousou ,Keller Williams Tri-Valley,"$1,065,000 USD",54.0,0.0,90.0
617,617,"7020 Stagecoach Rd C, Dublin, Alameda County, CA, 94568",1,2.0,722,0,Pamela Jenkins ,Keller Williams Realty,"$475,000 USD",44.0,0.0,80.0
618,618,"11403 Betlen Dr, Dublin, Alameda County, CA, 94568",3,2.0,"1,860",0.24 ac,Nahid Monahelis ,Select Properties,"$1,350,000 USD",39.0,0.0,28.0
619,619,"11643 Silvergate Dr, Dublin, Alameda County, CA, 94568",4,2.0,"1,888",0.164 ac,Amin Arikat ,Redfin,"$1,390,000 USD",44.0,0.0,63.0
620,620,"7736 Lisa Ct, Dublin, Alameda County, CA, 94568",3,2.0,"2,096",0.17 ac,Janice Colby ,Keller Williams Tri-Valley Rea,"$1,388,000 USD",64.0,0.0,64.0
621,621,"5801 Huntley Ave, Dublin, Alameda County, CA, 94568",5,4.0,"2,691",0.05 ac,Rajeev Awasty ,Intero Real Estate Services,"$1,499,000 USD",51.0,0.0,92.0
622,622,"4335 Fitzwilliam St, Dublin, Alameda County, CA, 94568",2,2.0,"1,519",0,Kim Deol ,Intero Real Estate Services,"$819,000 USD",51.0,0.0,63.0
623,623,"3592 Rocking Horse Ct, Dublin, Alameda County, CA, 94568",4,3.0,"2,079",0.07 ac,Manel Sousou ,Keller Williams Tri-Valley,"$1,488,000 USD",3.0,0.0,20.0
624,624,"3728 Aviano Way, Dublin, Alameda County, CA, 94568",3,4.0,"2,322",0,Zeeshan Shaikh ,Re/Max Accord,"$1,248,000 USD",54.0,0.0,60.0
625,625,"3676 Rimini Ln, Dublin, Alameda County, CA, 94568",3,4.0,"2,380",0,Lia Wendell ,Re/Max Accord,"$1,199,000 USD",47.0,0.0,61.0
626,626,"4599 Rimini Court, Dublin, Alameda County, CA, 94568",3,3.0,"1,956",0,Jason Zaitz ,Compass,"$1,099,000 USD",52.0,0.0,71.0
627,627,"7317 Bower, Dublin, Alameda County, CA, 94568",3,2.0,"1,387",0,Annie Cheng ,Compass,"$899,000 USD",7.0,0.0,19.0
628,628,"5991 Sterling St, Dublin, Alameda County, CA, 94568",4,3.0,"2,451",0.06 ac,Kim Deol ,Intero Real Estate Services,"$1,549,000 USD",34.0,0.0,79.0
629,629,"3725 Whitworth Dr, Dublin, Alameda County, CA, 94568",4,4.0,"2,112",0,Ray Hosseini ,Keller Williams Realty,"$1,185,000 USD",52.0,0.0,71.0
630,630,"6816 Cedar Ln, Dublin, Alameda County, CA, 94568",3,2.0,"1,060",0.13 ac,Jeff Clyma ,Re/Max Accord,"$995,000 USD",66.0,0.0,79.0
631,631,"7564 Kilrush Ave, Dublin, Alameda County, CA, 94568",3,2.0,"1,116",0.17 ac,Emily Barraclough ,Compass,"$1,299,999 USD",27.0,0.0,44.0
632,632,"7865 Tamarack Dr, Dublin, Alameda County, CA, 94568",3,2.0,"1,332",0.16 ac,Bill Truong ,Keller Williams Benchmark,"$1,229,000 USD",52.0,0.0,61.0
633,633,"4217 Clarinbridge Cir, Dublin, Alameda County, CA, 94568",2,3.0,"1,401",0,Amin Arikat ,Redfin,"$888,000 USD",64.0,0.0,73.0
634,634,"4340 Fitzwilliam St, Dublin, Alameda County, CA, 94568",2,2.0,"1,519",0,Farnaz Murcray ,RE/MAX Accord,"$825,000 USD",50.0,0.0,64.0
635,635,"8611 Davona Dr, Dublin, Alameda County, CA, 94568",4,2.0,"2,168",0.18 ac,Dao Pham ,Realty ONE Group Future,"$1,249,000 USD",48.0,0.0,53.0
636,636,"4271 Clarinbridge Cir, Dublin, Alameda County, CA, 94568",2,3.0,"1,428",0,Lana Carreira ,Redfin,"$799,000 USD",67.0,0.0,65.0
637,637,"6231 Sussex Dr, Dublin, Alameda County, CA, 94568",3,3.0,"1,396",0.04 ac,Liz McKinney ,Keller Williams Tri-Valley,"$945,000 USD",71.0,0.0,97.0
638,638,"7323 Bower Ln, Dublin, Alameda County, CA, 94568",3,3.0,"1,520",0,Suman Bazaz ,Alliance Bay Realty,"$939,000 USD",7.0,0.0,16.0
639,639,"5350 Campus Dr, Dublin, Alameda County, CA, 94568",3,3.0,"1,598",0,Manel Sousou ,Keller Williams Tri-Valley,"$1,065,000 USD",54.0,0.0,90.0
640,640,"7020 Stagecoach Rd C, Dublin, Alameda County, CA, 94568",1,2.0,722,0,Pamela Jenkins ,Keller Williams Realty,"$475,000 USD",44.0,0.0,80.0
641,641,"11403 Betlen Dr, Dublin, Alameda County, CA, 94568",3,2.0,"1,860",0.24 ac,Nahid Monahelis ,Select Properties,"$1,350,000 USD",39.0,0.0,28.0
642,642,"11643 Silvergate Dr, Dublin, Alameda County, CA, 94568",4,2.0,"1,888",0.164 ac,Amin Arikat ,Redfin,"$1,390,000 USD",44.0,0.0,63.0
643,643,"7736 Lisa Ct, Dublin, Alameda County, CA, 94568",3,2.0,"2,096",0.17 ac,Janice Colby ,Keller Williams Tri-Valley Rea,"$1,388,000 USD",64.0,0.0,64.0
644,644,"5801 Huntley Ave, Dublin, Alameda County, CA, 94568",5,4.0,"2,691",0.05 ac,Rajeev Awasty ,Intero Real Estate Services,"$1,499,000 USD",51.0,0.0,92.0
645,645,"4335 Fitzwilliam St, Dublin, Alameda County, CA, 94568",2,2.0,"1,519",0,Kim Deol ,Intero Real Estate Services,"$819,000 USD",51.0,0.0,63.0
646,646,"3592 Rocking Horse Ct, Dublin, Alameda County, CA, 94568",4,3.0,"2,079",0.07 ac,Manel Sousou ,Keller Williams Tri-Valley,"$1,488,000 USD",3.0,0.0,20.0
647,647,"3728 Aviano Way, Dublin, Alameda County, CA, 94568",3,4.0,"2,322",0,Zeeshan Shaikh ,Re/Max Accord,"$1,248,000 USD",54.0,0.0,60.0
648,648,"3676 Rimini Ln, Dublin, Alameda County, CA, 94568",3,4.0,"2,380",0,Lia Wendell ,Re/Max Accord,"$1,199,000 USD",47.0,0.0,61.0
649,649,"4599 Rimini Court, Dublin, Alameda County, CA, 94568",3,3.0,"1,956",0,Jason Zaitz ,Compass,"$1,099,000 USD",52.0,0.0,71.0
650,650,"7317 Bower, Dublin, Alameda County, CA, 94568",3,2.0,"1,387",0,Annie Cheng ,Compass,"$899,000 USD",7.0,0.0,19.0
651,651,"5991 Sterling St, Dublin, Alameda County, CA, 94568",4,3.0,"2,451",0.06 ac,Kim Deol ,Intero Real Estate Services,"$1,549,000 USD",34.0,0.0,79.0
652,652,"3725 Whitworth Dr, Dublin, Alameda County, CA, 94568",4,4.0,"2,112",0,Ray Hosseini ,Keller Williams Realty,"$1,185,000 USD",52.0,0.0,71.0
653,653,"6816 Cedar Ln, Dublin, Alameda County, CA, 94568",3,2.0,"1,060",0.13 ac,Jeff Clyma ,Re/Max Accord,"$995,000 USD",66.0,0.0,79.0
654,654,"7564 Kilrush Ave, Dublin, Alameda County, CA, 94568",3,2.0,"1,116",0.17 ac,Emily Barraclough ,Compass,"$1,299,999 USD",27.0,0.0,44.0
655,655,"7865 Tamarack Dr, Dublin, Alameda County, CA, 94568",3,2.0,"1,332",0.16 ac,Bill Truong ,Keller Williams Benchmark,"$1,229,000 USD",52.0,0.0,61.0
656,656,"4217 Clarinbridge Cir, Dublin, Alameda County, CA, 94568",2,3.0,"1,401",0,Amin Arikat ,Redfin,"$888,000 USD",64.0,0.0,73.0
657,657,"4340 Fitzwilliam St, Dublin, Alameda County, CA, 94568",2,2.0,"1,519",0,Farnaz Murcray ,RE/MAX Accord,"$825,000 USD",50.0,0.0,64.0
658,658,"8611 Davona Dr, Dublin, Alameda County, CA, 94568",4,2.0,"2,168",0.18 ac,Dao Pham ,Realty ONE Group Future,"$1,249,000 USD",48.0,0.0,53.0
659,659,"4271 Clarinbridge Cir, Dublin, Alameda County, CA, 94568",2,3.0,"1,428",0,Lana Carreira ,Redfin,"$799,000 USD",67.0,0.0,65.0
660,660,"6231 Sussex Dr, Dublin, Alameda County, CA, 94568",3,3.0,"1,396",0.04 ac,Liz McKinney ,Keller Williams Tri-Valley,"$945,000 USD",71.0,0.0,97.0
661,661,"7323 Bower Ln, Dublin, Alameda County, CA, 94568",3,3.0,"1,520",0,Suman Bazaz ,Alliance Bay Realty,"$939,000 USD",7.0,0.0,16.0
662,662,"5350 Campus Dr, Dublin, Alameda County, CA, 94568",3,3.0,"1,598",0,Manel Sousou ,Keller Williams Tri-Valley,"$1,065,000 USD",54.0,0.0,90.0
663,663,"7020 Stagecoach Rd C, Dublin, Alameda County, CA, 94568",1,2.0,722,0,Pamela Jenkins ,Keller Williams Realty,"$475,000 USD",44.0,0.0,80.0
664,664,"11403 Betlen Dr, Dublin, Alameda County, CA, 94568",3,2.0,"1,860",0.24 ac,Nahid Monahelis ,Select Properties,"$1,350,000 USD",39.0,0.0,28.0
665,665,"11643 Silvergate Dr, Dublin, Alameda County, CA, 94568",4,2.0,"1,888",0.164 ac,Amin Arikat ,Redfin,"$1,390,000 USD",44.0,0.0,63.0
666,666,"7736 Lisa Ct, Dublin, Alameda County, CA, 94568",3,2.0,"2,096",0.17 ac,Janice Colby ,Keller Williams Tri-Valley Rea,"$1,388,000 USD",64.0,0.0,64.0
667,667,"5801 Huntley Ave, Dublin, Alameda County, CA, 94568",5,4.0,"2,691",0.05 ac,Rajeev Awasty ,Intero Real Estate Services,"$1,499,000 USD",51.0,0.0,92.0
668,668,"4335 Fitzwilliam St, Dublin, Alameda County, CA, 94568",2,2.0,"1,519",0,Kim Deol ,Intero Real Estate Services,"$819,000 USD",51.0,0.0,63.0
669,669,"3592 Rocking Horse Ct, Dublin, Alameda County, CA, 94568",4,3.0,"2,079",0.07 ac,Manel Sousou ,Keller Williams Tri-Valley,"$1,488,000 USD",3.0,0.0,20.0
670,670,"3728 Aviano Way, Dublin, Alameda County, CA, 94568",3,4.0,"2,322",0,Zeeshan Shaikh ,Re/Max Accord,"$1,248,000 USD",54.0,0.0,60.0
671,671,"3676 Rimini Ln, Dublin, Alameda County, CA, 94568",3,4.0,"2,380",0,Lia Wendell ,Re/Max Accord,"$1,199,000 USD",47.0,0.0,61.0
672,672,"4599 Rimini Court, Dublin, Alameda County, CA, 94568",3,3.0,"1,956",0,Jason Zaitz ,Compass,"$1,099,000 USD",52.0,0.0,71.0
673,673,"7317 Bower, Dublin, Alameda County, CA, 94568",3,2.0,"1,387",0,Annie Cheng ,Compass,"$899,000 USD",7.0,0.0,19.0
674,674,"5991 Sterling St, Dublin, Alameda County, CA, 94568",4,3.0,"2,451",0.06 ac,Kim Deol ,Intero Real Estate Services,"$1,549,000 USD",34.0,0.0,79.0
675,675,"3725 Whitworth Dr, Dublin, Alameda County, CA, 94568",4,4.0,"2,112",0,Ray Hosseini ,Keller Williams Realty,"$1,185,000 USD",52.0,0.0,71.0
676,676,"6816 Cedar Ln, Dublin, Alameda County, CA, 94568",3,2.0,"1,060",0.13 ac,Jeff Clyma ,Re/Max Accord,"$995,000 USD",66.0,0.0,79.0
677,677,"7564 Kilrush Ave, Dublin, Alameda County, CA, 94568",3,2.0,"1,116",0.17 ac,Emily Barraclough ,Compass,"$1,299,999 USD",27.0,0.0,44.0
678,678,"7865 Tamarack Dr, Dublin, Alameda County, CA, 94568",3,2.0,"1,332",0.16 ac,Bill Truong ,Keller Williams Benchmark,"$1,229,000 USD",52.0,0.0,61.0
679,679,"4217 Clarinbridge Cir, Dublin, Alameda County, CA, 94568",2,3.0,"1,401",0,Amin Arikat ,Redfin,"$888,000 USD",64.0,0.0,73.0
680,680,"4340 Fitzwilliam St, Dublin, Alameda County, CA, 94568",2,2.0,"1,519",0,Farnaz Murcray ,RE/MAX Accord,"$825,000 USD",50.0,0.0,64.0
681,681,"8611 Davona Dr, Dublin, Alameda County, CA, 94568",4,2.0,"2,168",0.18 ac,Dao Pham ,Realty ONE Group Future,"$1,249,000 USD",48.0,0.0,53.0
682,682,"4271 Clarinbridge Cir, Dublin, Alameda County, CA, 94568",2,3.0,"1,428",0,Lana Carreira ,Redfin,"$799,000 USD",67.0,0.0,65.0
683,683,"6231 Sussex Dr, Dublin, Alameda County, CA, 94568",3,3.0,"1,396",0.04 ac,Liz McKinney ,Keller Williams Tri-Valley,"$945,000 USD",71.0,0.0,97.0
684,684,"7323 Bower Ln, Dublin, Alameda County, CA, 94568",3,3.0,"1,520",0,Suman Bazaz ,Alliance Bay Realty,"$939,000 USD",7.0,0.0,16.0
685,685,"5350 Campus Dr, Dublin, Alameda County, CA, 94568",3,3.0,"1,598",0,Manel Sousou ,Keller Williams Tri-Valley,"$1,065,000 USD",54.0,0.0,90.0
686,686,"7020 Stagecoach Rd C, Dublin, Alameda County, CA, 94568",1,2.0,722,0,Pamela Jenkins ,Keller Williams Realty,"$475,000 USD",44.0,0.0,80.0
687,687,"11403 Betlen Dr, Dublin, Alameda County, CA, 94568",3,2.0,"1,860",0.24 ac,Nahid Monahelis ,Select Properties,"$1,350,000 USD",39.0,0.0,28.0
688,688,"11643 Silvergate Dr, Dublin, Alameda County, CA, 94568",4,2.0,"1,888",0.164 ac,Amin Arikat ,Redfin,"$1,390,000 USD",44.0,0.0,63.0
689,689,"7736 Lisa Ct, Dublin, Alameda County, CA, 94568",3,2.0,"2,096",0.17 ac,Janice Colby ,Keller Williams Tri-Valley Rea,"$1,388,000 USD",64.0,0.0,64.0
690,690,"5801 Huntley Ave, Dublin, Alameda County, CA, 94568",5,4.0,"2,691",0.05 ac,Rajeev Awasty ,Intero Real Estate Services,"$1,499,000 USD",51.0,0.0,92.0
691,691,"4335 Fitzwilliam St, Dublin, Alameda County, CA, 94568",2,2.0,"1,519",0,Kim Deol ,Intero Real Estate Services,"$819,000 USD",51.0,0.0,63.0
692,692,"3592 Rocking Horse Ct, Dublin, Alameda County, CA, 94568",4,3.0,"2,079",0.07 ac,Manel Sousou ,Keller Williams Tri-Valley,"$1,488,000 USD",3.0,0.0,20.0
693,693,"3728 Aviano Way, Dublin, Alameda County, CA, 94568",3,4.0,"2,322",0,Zeeshan Shaikh ,Re/Max Accord,"$1,248,000 USD",54.0,0.0,60.0
694,694,"3676 Rimini Ln, Dublin, Alameda County, CA, 94568",3,4.0,"2,380",0,Lia Wendell ,Re/Max Accord,"$1,199,000 USD",47.0,0.0,61.0
695,695,"4599 Rimini Court, Dublin, Alameda County, CA, 94568",3,3.0,"1,956",0,Jason Zaitz ,Compass,"$1,099,000 USD",52.0,0.0,71.0
696,696,"7317 Bower, Dublin, Alameda County, CA, 94568",3,2.0,"1,387",0,Annie Cheng ,Compass,"$899,000 USD",7.0,0.0,19.0
697,697,"5991 Sterling St, Dublin, Alameda County, CA, 94568",4,3.0,"2,451",0.06 ac,Kim Deol ,Intero Real Estate Services,"$1,549,000 USD",34.0,0.0,79.0
698,698,"3725 Whitworth Dr, Dublin, Alameda County, CA, 94568",4,4.0,"2,112",0,Ray Hosseini ,Keller Williams Realty,"$1,185,000 USD",52.0,0.0,71.0
699,699,"6816 Cedar Ln, Dublin, Alameda County, CA, 94568",3,2.0,"1,060",0.13 ac,Jeff Clyma ,Re/Max Accord,"$995,000 USD",66.0,0.0,79.0
700,700,"7564 Kilrush Ave, Dublin, Alameda County, CA, 94568",3,2.0,"1,116",0.17 ac,Emily Barraclough ,Compass,"$1,299,999 USD",27.0,0.0,44.0
701,701,"7865 Tamarack Dr, Dublin, Alameda County, CA, 94568",3,2.0,"1,332",0.16 ac,Bill Truong ,Keller Williams Benchmark,"$1,229,000 USD",52.0,0.0,61.0
702,702,"4217 Clarinbridge Cir, Dublin, Alameda County, CA, 94568",2,3.0,"1,401",0,Amin Arikat ,Redfin,"$888,000 USD",64.0,0.0,73.0
703,703,"4340 Fitzwilliam St, Dublin, Alameda County, CA, 94568",2,2.0,"1,519",0,Farnaz Murcray ,RE/MAX Accord,"$825,000 USD",50.0,0.0,64.0
704,704,"8611 Davona Dr, Dublin, Alameda County, CA, 94568",4,2.0,"2,168",0.18 ac,Dao Pham ,Realty ONE Group Future,"$1,249,000 USD",48.0,0.0,53.0
705,705,"4271 Clarinbridge Cir, Dublin, Alameda County, CA, 94568",2,3.0,"1,428",0,Lana Carreira ,Redfin,"$799,000 USD",67.0,0.0,65.0
706,706,"6231 Sussex Dr, Dublin, Alameda County, CA, 94568",3,3.0,"1,396",0.04 ac,Liz McKinney ,Keller Williams Tri-Valley,"$945,000 USD",71.0,0.0,97.0
707,707,"7323 Bower Ln, Dublin, Alameda County, CA, 94568",3,3.0,"1,520",0,Suman Bazaz ,Alliance Bay Realty,"$939,000 USD",7.0,0.0,16.0
708,708,"15 Leigh Ct., San Ramon, Contra Costa County, CA, 94582",4,3.0,"2,460",0.22 ac,Paul Zuvella ,Compass,"$1,825,000 USD",42.0,0.0,63.0
709,709,"3482 Cinnamon Ridge Rd , San Ramon, Contra Costa County, CA, 94582",4,4.5,"2,921",0,Joujou Chawla ,Compass,"$2,099,500 USD",12.0,0.0,20.0
710,710,"2695 Shadow Mountain Dr, San Ramon, Contra Costa County, CA, 94583",2,2.0,"1,281",0.06 ac,Crystal Florida ,Compass,"$888,000 USD",77.0,0.0,56.0
711,711,"3542 Rosincress Dr, San Ramon, Contra Costa County, CA, 94582",5,5.0,"3,847",0.23 ac,Peter Bareiss ,RE/MAX Accord,"$2,975,000 USD",16.0,0.0,12.0
712,712,"5261 Pembroke Way , San Ramon, Contra Costa County, CA, 94582",6,4.5,"4,406",0,Frazzano Tse Team ,Compass,"$2,438,000 USD",9.0,0.0,18.0
713,713,"6104 Hedgecrest Cir, San Ramon, Contra Costa County, CA, 94582",4,3.0,"2,449",0.12 ac,Justin Paek ,KW Advisors,"$1,975,000 USD",33.0,0.0,26.0
714,714,"4948 Ivyleaf Springs Rd, San Ramon, Contra Costa County, CA, 94582",3,3.0,"2,203",0,Azad Aramandla ,Keller Williams Realty,"$1,190,000 USD",5.0,0.0,28.0
715,715,"9085 Alcosta Blvd 307, San Ramon, Contra Costa County, CA, 94583",2,1.0,952,0,Jane Cresswell ,Realty World Pinnacle,"$528,000 USD",55.0,0.0,64.0
716,716,"9074 Craydon Cir, San Ramon, Contra Costa County, CA, 94583",1,1.0,612,0.02 ac,Gina Cefalu ,RE/MAX Accord,"$375,000 USD",18.0,0.0,45.0
717,717,"388 Catalan Way, San Ramon, Contra Costa County, CA, 94582",3,3.0,"2,067",0.06 ac,Elin Matter ,Compass,"$1,418,000 USD",25.0,0.0,17.0
718,718,"1557 Banbury Dr, San Ramon, Contra Costa County, CA, 94582",5,4.0,"2,661",0.1 ac,Vivian Ho ,"eXp Realty of California, Inc","$1,999,999 USD",16.0,0.0,21.0
719,719,"110 Compton Cir D, San Ramon, Contra Costa County, CA, 94583",2,1.0,685,0,Felicie Tsuruda ,Compass,"$469,000 USD",77.0,0.0,62.0
720,720,"2572 McLaren Ln, San Ramon, Contra Costa County, CA, 94582",4,3.0,"1,775",0.07 ac,Jerry Kumar ,Paramount Buildings & Loans,"$1,498,888 USD",20.0,0.0,32.0
721,721,"2520 Fountainhead Dr, San Ramon, Contra Costa County, CA, 94583",2,2.0,"1,102",0.02 ac,Scott Dunlop ,Christie's Int'l RE Sereno,"$665,000 USD",19.0,0.0,9.0
722,722,"105 Landsdowne Loop, San Ramon, Contra Costa County, CA, 94582",3,3.0,"2,180",0.023 ac,Bouchra Chandran ,Legacy Real Estate & Assoc.,"$1,188,000 USD",25.0,0.0,52.0
723,723,"7415 Sedgefield Ave, San Ramon, Contra Costa County, CA, 94583",4,3.0,"2,030",0.21 ac,Laura Lane ,Lane & Associates,"$1,549,000 USD",35.0,0.0,63.0
724,724,"9016 Craydon Cir, San Ramon, Contra Costa County, CA, 94583",2,1.0,780,0.03 ac,Amir Aliloupour ,RE/MAX Accord,"$475,000 USD",35.0,0.0,67.0
725,725,"7525 Imperata Ln, San Ramon, Contra Costa County, CA, 94582",3,3.0,"1,419",0.05 ac,Naresh (Nick Sabnani ,Realty ONE Group Future,"$1,199,888 USD",21.0,0.0,26.0
726,726,"9677 Tareyton Ave , San Ramon, Contra Costa County, CA, 94583",4,2.5,"1,617",0,Emiliana Flemate Baker ,Compass,"$1,458,888 USD",14.0,0.0,30.0
727,727,"2876 Milo Way, San Ramon, Contra Costa County, CA, 94583",4,2.0,"1,795",0.2 ac,Fonia Humphries ,Dudum Real Estate Group,"$1,438,000 USD",19.0,0.0,42.0
728,728,"1283 Canyon Side Ave , San Ramon, Contra Costa County, CA, 94582",4,3.0,"2,404",0,Michelle Mertz ,Notable Real Estate,"$1,378,000 USD",10.0,0.0,18.0
729,729,"6132 Yardley Ln, San Ramon, Contra Costa County, CA, 94582",3,3.0,"2,180",0,Melia Kwee ,Re/Max Accord,"$1,175,000 USD",15.0,0.0,15.0
730,730,"3246 Ensenada Dr, San Ramon, Contra Costa County, CA, 94583",4,3.0,"1,880",0.16 ac,Arnold Urbick ,Realty ONE Group Future,"$1,395,000 USD",26.0,0.0,67.0
731,731,"200 Sherwood Ct, San Ramon, Contra Costa County, CA, 94582",5,4.0,"4,176",0.31 ac,Elin Matter ,Compass,"$2,788,000 USD",9.0,0.0,12.0
732,732,"15 Leigh Ct., San Ramon, Contra Costa County, CA, 94582",4,3.0,"2,460",0.22 ac,Paul Zuvella ,Compass,"$1,825,000 USD",42.0,0.0,63.0
733,733,"3482 Cinnamon Ridge Rd , San Ramon, Contra Costa County, CA, 94582",4,4.5,"2,921",0,Joujou Chawla ,Compass,"$2,099,500 USD",12.0,0.0,20.0
734,734,"2695 Shadow Mountain Dr, San Ramon, Contra Costa County, CA, 94583",2,2.0,"1,281",0.06 ac,Crystal Florida ,Compass,"$888,000 USD",77.0,0.0,56.0
735,735,"3542 Rosincress Dr, San Ramon, Contra Costa County, CA, 94582",5,5.0,"3,847",0.23 ac,Peter Bareiss ,RE/MAX Accord,"$2,975,000 USD",16.0,0.0,12.0
